schema_version,taxonomy_version,join_version,seasons,games,shots,players,unique_matches,creation_other_unknown,creation_other_unknown_share,m0_readiness,m1_readiness,model_fits_created,public_shot_rows_created
context_field_goal_v0.1.2,context_taxonomy_v0.1.0,shotchart_espn_exact_clock_player_v0.1.1,2021-22;2022-23;2023-24;2024-25;2025-26,6150,1091329,1017,973769,549729,0.5037243580991617,go,go,0,0
