model_id,training_shots,grouped_rows,players,coefficients,smooth_terms,player_basis_dimension,distance_basis_dimension,total_effective_degrees_freedom,player_effective_degrees_freedom,distance_effective_degrees_freedom,player_smoothing_parameter,distance_smoothing_parameter,k_index,k_p_value,k_action,converged,convergence_message,maximum_absolute_gradient,setup_seconds,fit_seconds,serialization_seconds,fit_and_serialization_wall_seconds,prediction_and_check_seconds,cpu_user_seconds,cpu_system_seconds,peak_process_tree_rss_bytes,fit_object_bytes,serialized_fit_bytes,sampled_cpu_seconds,reused_from_partial,warning_count,warning_metadata_status,warnings,message_count,message_metadata_status,messages,probability_sha256,coefficient_sha256
D1,433942,18396,700,711,2,700,10,413.1064593171212,403.5513890408253,7.555070276295971,38.24694062128613,2.266533067962984,0.9100849154204044,0,retain_k_10,TRUE,full convergence,0.01267525908098488,,,,495.5593540668487,0.3464019298553467,,,1370816512,30653296,29759296,467.15999999999997,TRUE,,unavailable_after_interrupted_checker,,,unavailable_after_interrupted_checker,,266cd70f832265ed2d36fba6445c2ec6f205e65dc2f5d30d496a1e698f2763de,0e761f6b7cf2f8006bba345b5bf3c731424c8edc22453aad82639b817c30f67c
M2,433942,57190,700,720,2,700,10,406.5292186706026,388.17086072721946,7.358357943383011,43.20353723261384,3.2539276528727306,0.9670483438179122,0.01,retain_k_10,TRUE,full convergence,0.003961270436625863,,1161.9843530654907,15.191354036331177,1177.175707101822,1.0043749809265137,1126.176,18.933,2596306944,35624272,34134228,,FALSE,0,complete,,0,complete,,d4339e11e25ea13ef272f128b608709178ce52b405f60ce2be59137e0397c57d,bbb5ab15d9f70327743526a8bc25e4d7aaae22a6bd5a519a5a0e3d580b1e9d2d
