training_seasons,games,shots,players,makes,misses,distance_min,distance_max,heaves_30_plus,validation_outcomes_accessed,prospective_2026_27_accessed
2021-22;2022-23,2460,433942,700,203190,230752,0,88,4198,FALSE,FALSE
