preflight_version,protocol_version,execution_commit,pre_fit_implementation_commit,configuration_sha256,input_hash,training_seasons,models_fit,d1_fit_count,d1_refit_count,m2_fit_count,models_fit_during_recovery,validation_models_fit,performance_metrics_created,total_wall_seconds,recovery_wall_seconds,total_cpu_user_seconds,total_cpu_system_seconds,d1_sampled_cpu_seconds,peak_process_tree_rss_bytes,available_disk_bytes_before,available_disk_bytes_after,all_checks_passed,validation_outcomes_accessed,prospective_2026_27_accessed,public_shot_rows
context_m2_training_preflight_v0.1.0,context_m2_protocol_v0.1.0,669e48ae4270d8448fe460b19baa291f159f09e0,18cbe2ffcd85641214419d88a5520f0b55e561da,eada61728298b97d42f5df3edf30a109009d98c3c9d7b8b973fa0fe62247357a,07c541d645e8336a64f2d2266c52eb9077707cb6dd991d08597731d2429139a1,2021-22;2022-23,2,1,0,1,1,0,0,1687.7590112686157,1192.1997270584106,,,467.15999999999997,2596306944,109475581952,108320251904,TRUE,FALSE,FALSE,0
