"preflight_version","approved_design_commit","pre_fit_implementation_commit","configuration_sha256","runner_sha256","tests_sha256","tests","passed","models_fit_by_test","preserved_d1_fit_count","m2_fit_count","historical_validation_outcomes_accessed","prospective_2026_27_accessed"
"context_m2_training_preflight_v0.1.0","5b54ebf6354198b2111fba084e55a9a473802eac","18cbe2ffcd85641214419d88a5520f0b55e561da","eada61728298b97d42f5df3edf30a109009d98c3c9d7b8b973fa0fe62247357a","7b4be310a00853517ce96b8165763d07ce65358db7acb562c220cbebdb90eb8f","d1d86ee23f8a42dd9a27666062b32877ef88a854aab9da62baa53015f67ccc30",17,17,0,1,0,FALSE,FALSE
