comparison_id,validation_season,status,m1_log_loss,m2_log_loss,m2_minus_m1,d1_used_for_selection,final_model_selected
development_1,2023-24,season_result_only_no_final_selection,0.6526580077001146,0.644108285407492,-0.00854972229262263,FALSE,FALSE
