evaluation_version,comparison_id,training_seasons,validation_season,validation_games,validation_shots,validation_players,m1_fit_sha256,m2_fit_sha256,pre_result_implementation_commit,execution_commit,outcome_reads_completed,prospective_2026_27_accessed,models_fit_during_evaluation,bootstrap_seed,outcome_read_seconds,prediction_seconds,evaluation_seconds,bootstrap_seconds_including_reproducibility_repeat,total_wall_seconds,cpu_user_seconds,cpu_system_seconds,sampled_rss_bytes_after_evaluation,available_disk_bytes_after,r_version,mgcv_version,arrow_version
context_m2_historical_evaluation_v0.1.0,development_1,2021-22;2022-23,2023-24,1230,218700,568,a856e98b376cc0a3d5291c6e6599578dbaea04c6cb0aeb1bf6ce83ad0608f7ac,5c71318fc300b2f5a77ab41656a69af895a111280f26a1e3fe6035b1259ff43f,acda901425e6b56651307ce9acc7d3cc52ed5025,42bfe09892dc75a9e11943df29b1faa9ba7e3c1b,1,FALSE,0,20260914,0.1118779182434082,3.418567180633545,0.7025988101959229,286.1295998096466,290.75240206718445,282.607,5.295999999999999,846118912,109290344448,4.6.0,1.9.4,25.0.0
