check_id,passed
registered_training_window,TRUE
registered_validation_season,TRUE
identical_model_rows,TRUE
one_prediction_per_shot,TRUE
probabilities_valid,TRUE
expected_points_exact,TRUE
known_and_unseen_supported,TRUE
other_or_unknown_retained,TRUE
bootstrap_reproducible,TRUE
difference_sign_m2_minus_m1,TRUE
d1_excluded_from_selection,TRUE
aggregate_outputs_only,TRUE
prospective_2026_27_sealed,TRUE
evaluation_time_refits_zero,TRUE
