metric_id,difference_direction,point_difference,bootstrap_replicates,bootstrap_standard_error,interval_lower_95,interval_upper_95,seed,resampling_unit
log_loss_m2_minus_m1,M2_minus_M1,-0.00854972229262263,2000,3.1903395564650657e-4,-0.009184669513285929,-0.007931075780432456,20260914,whole_game_within_validation_season
calibration_abs_m2_minus_m1,M2_minus_M1,0.0012276869410800329,2000,4.077786422070383e-4,4.3509493335735567e-4,0.0020112958533325532,20260914,whole_game_within_validation_season
ece_m2_minus_m1,M2_minus_M1,0.008757681371805815,2000,9.502295429022961e-4,0.006503068269619268,0.010197473969369236,20260914,whole_game_within_validation_season
