season,type_text,events,share
2024-25,Layup Driving Reverse,2143,0.0036822254869111745
2024-25,Layup Running Reverse,636,0.0010928116704038765
2024-25,Layup Shot,3513,0.006036238047372355
2024-25,Layup Shot Putback,3690,0.006340369597154566
2024-25,Loose Ball Foul,2911,0.005001847126644157
2024-25,Lost Ball Turnover,7809,0.013417871594628728
2024-25,No Shot (Default Shot),4,6.873029373609286e-6
2024-25,No Turnover,6,1.0309544060413928e-5
2024-25,Not Available,1,1.7182573434023215e-6
2024-25,Offensive Charge,805,0.0013831971614388686
2024-25,Offensive Foul,2609,0.004482933408936657
2024-25,Offensive Foul Turnover,3436,0.005903932231930377
2024-25,Offensive Goaltending Turnover,127,2.182186826120948e-4
2024-25,Offensive Rebound,41939,0.07206199472494995
2024-25,Out of Bounds - Bad Pass Turnover,4143,0.007118740173715817
2024-25,Out of Bounds - Lost Ball Turnover,2039,0.0035035267231973335
2024-25,Out of Bounds - Step Turnover,814,0.0013986614775294895
2024-25,Palming Turnover,61,1.048136979475416e-4
2024-25,Personal Foul,14115,0.024253202402123766
2024-25,Personal Take Foul,827,0.0014209988229937198
2024-25,Pullup Bank Jump Shot,516,8.866207891955978e-4
2024-25,Pullup Jump Shot,25074,0.043083584628469805
2024-25,Punched Ball Turnover,3,5.154772030206964e-6
2024-25,Putback Dunk Shot,528,9.072398773164257e-4
2024-25,Ref-Initiated Review (Overturned),236,4.0550873304294786e-4
2024-25,Ref-Initiated Review (Stands),163,2.8007594697457836e-4
2024-25,Ref-Initiated Review (Supported),620,0.0010653195529094393
2024-25,Reverse Dunk Shot,85,1.460518741891973e-4
2024-25,Reverse Layup Shot,981,0.0016856104538776773
2024-25,Running Alley Oop Dunk Shot,632,0.0010859386410302671
2024-25,Running Alley Oop Layup Shot,232,3.9863570366933856e-4
2024-25,Running Dunk Shot,3052,0.005244121412063885
2024-25,Running Finger Roll Layup,1719,0.0029536843733085905
2024-25,Running Jump Shot,6855,0.011778654089022914
2024-25,Running Layup Shot,7499,0.012885211818174008
2024-25,Running Pullup Jump Shot,3283,0.005641038858389821
2024-25,Running Reverse Dunk Shot,40,6.873029373609285e-5
2024-25,Shooting Foul,24094,0.04139969243193553
2024-25,Shot Clock Turnover,1830,0.003144410938426248
2024-25,Step Back Bank Jump Shot,83,1.4261535950239266e-4
2024-25,Step Back Jump Shot,12366,0.021247970308513105
2024-25,Substitution,70511,0.12115604354064108
2024-25,Technical Foul,715,0.0012285540005326598
2024-25,Tip Dunk Shot,831,0.001427871852367329
2024-25,Tip Shot,4866,0.008361040232995696
2024-25,Too Many Players Technical,1,1.7182573434023215e-6
2024-25,Too Many Players Turnover,1,1.7182573434023215e-6
2024-25,Transition Take Foul,123,2.1134565323848554e-4
2024-25,Traveling,1554,0.002670171911647207
2024-25,Turnaround Bank Jump Shot,242,4.158182771033618e-4
2024-25,Turnaround Fade Away Jump Shot,3271,0.005620419770268993
2024-25,Turnaround Fadeaway Bank Jump Shot,100,1.7182573434023214e-4
2024-25,Turnaround Hook Shot,2402,0.004127254138852376
2024-25,Turnaround Jump Shot,2273,0.0039055989415534764
2025-26,3-Second Turnover,122,2.040737810355239e-4
2025-26,5-Second Back to the Basket Turnover,3,5.018207730381735e-6
2025-26,5-Second Turnover,53,8.865500323674399e-5
2025-26,8-Second Turnover,49,8.1964059596235e-5
2025-26,Alley Oop Dunk Shot,1700,0.0028436510472163164
2025-26,Alley Oop Layup Shot,798,0.0013348432562815416
2025-26,Away from Play Foul,116,1.9403736557476042e-4
2025-26,Back Court Turnover,285,4.767297343862648e-4
2025-26,"Bad Pass
Turnover",12766,0.02135414662868441
2025-26,Challenge,344,5.754211530837723e-4
2025-26,Clear Path Foul,19,3.178198229241765e-5
2025-26,Coach's Challenge (Overturned),1128,0.0018868461066235325
2025-26,Coach's Challenge (Stands),340,5.687302094432633e-4
2025-26,Coach's Challenge (Supported),269,4.499659598242289e-4
2025-26,Coach's Challenge (replaycenter),185,3.094561433735403e-4
2025-26,Cutting Dunk Shot,3112,0.0052055541523159865
2025-26,Cutting Finger Roll Layup Shot,642,0.0010738964543016913
2025-26,Cutting Layup Shot,5221,0.008733354186774346
2025-26,Defensive 3-Seconds Technical,315,5.269118116900821e-4
2025-26,Defensive Goaltending,621,0.001038769000189019
2025-26,Defensive Rebound,85775,0.14347892269116444
2025-26,Delay Technical,45,7.527311595572603e-5
2025-26,Delay of Game,525,8.781863528168036e-4
2025-26,Disc Dribble Turnover,49,8.1964059596235e-5
2025-26,Double Dribble Turnover,95,1.5890991146208828e-4
2025-26,Double Lane,16,2.676377456203592e-5
2025-26,Double Personal Foul,27,4.516386957343562e-5
2025-26,Double Technical Foul,110,1.8400095011399695e-4
2025-26,Driving Dunk Shot,2238,0.0037435829668647745
2025-26,Driving Finger Roll Layup,5808,0.009715250166019039
2025-26,Driving Floating Bank Jump Shot,2992,0.005004825843100717
2025-26,Driving Floating Jump Shot,12667,0.021188545773581813
2025-26,Driving Hook Shot,1788,0.002990851807307514
2025-26,Driving Jump Shot Bank,338,5.653847376230088e-4
2025-26,Driving Layup Shot,19826,0.03316366215418276
2025-26,Driving Reverse Dunk Shot,38,6.35639645848353e-5
2025-26,Dunk Shot,1171,0.001958773750759004
2025-26,Ejection,65,1.0872783415827093e-4
2025-26,End Game,1231,0.002059137905366639
2025-26,End Period,4987,0.00834193398380457
2025-26,Excess Timeout Technical,4,6.69094364050898e-6
2025-26,Excess Timeout Turnover,1,1.672735910127245e-6
2025-26,Fade Away Bank Jump Shot,146,2.442194428785778e-4
2025-26,Fade Away Jump Shot,4092,0.006844835344240687
2025-26,Finger Roll Layup,281,4.7003879074575586e-4
2025-26,Flagrant Foul Type 1,235,3.930929388799026e-4
2025-26,Flagrant Foul Type 2,9,1.5054623191145205e-5
2025-26,Floating Jump Shot,3104,0.005192172265034969
2025-26,Flopping Technical,22,3.680019002279939e-5
2025-26,Free Throw - 1 of 1,6150,0.010287325847282557
2025-26,Free Throw - 1 of 2,23626,0.03952005861266629
2025-26,Free Throw - 1 of 3,933,0.0015606626041487195
2025-26,Free Throw - 2 of 2,23603,0.039481585686733364
2025-26,Free Throw - 2 of 3,933,0.0015606626041487195
2025-26,Free Throw - 3 of 3,933,0.0015606626041487195
2025-26,Free Throw - Clear Path 1 of 2,19,3.178198229241765e-5
2025-26,Free Throw - Clear Path 2 of 2,19,3.178198229241765e-5
2025-26,Free Throw - Flagrant 1 of 1,33,5.5200285034199084e-5
2025-26,Free Throw - Flagrant 1 of 2,157,2.626195378899775e-4
2025-26,Free Throw - Flagrant 1 of 3,53,8.865500323674399e-5
2025-26,Free Throw - Flagrant 2 of 2,157,2.626195378899775e-4
2025-26,Free Throw - Flagrant 2 of 3,53,8.865500323674399e-5
2025-26,Free Throw - Flagrant 3 of 3,53,8.865500323674399e-5
2025-26,Free Throw - Technical,1084,0.0018132457265779337
2025-26,Full Timeout,13267,0.02219218731965816
2025-26,Hanging Technical Foul,7,1.1709151370890715e-5
2025-26,Heave Jump Shot,1099,0.0018383367652298423
2025-26,Hook Driving Bank,368,6.155668149268261e-4
2025-26,Hook Shot,988,0.0016526630792057181
2025-26,Hook Shot Bank,83,1.3883708054056133e-4
2025-26,Hook Turnaround Bank,211,3.529472770368487e-4
2025-26,Illegal Assist Turnover,9,1.5054623191145205e-5
2025-26,Inbound Turnover,28,4.683660548356286e-5
2025-26,Jump Ball,11,1.8400095011399695e-5
2025-26,Jump Shot,64451,0.10780950214361107
2025-26,Jump Shot Bank,371,6.205850226572079e-4
2025-26,Jumpball,2293,0.0038355834419217727
2025-26,Jumpball Violation Turnover,4,6.69094364050898e-6
2025-26,Kicked Ball,864,0.0014452438263499398
2025-26,Kicked Ball Turnover,35,5.854575685445358e-5
2025-26,Lane,89,1.488734960013248e-4
2025-26,Lane Violation Turnover,21,3.5127454112672146e-5
2025-26,Layup Driving Reverse,2090,0.003496018052165942
2025-26,Layup Running Reverse,612,0.001023714376997874
2025-26,Layup Shot,3218,0.005382864158789475
2025-26,Layup Shot Putback,3867,0.006468469764462056
2025-26,Loose Ball Foul,3486,0.005831157382703576
2025-26,Lost Ball Turnover,8239,0.013781671163538371
2025-26,No Shot (Default Shot),2,3.34547182025449e-6
2025-26,No Turnover,5,8.363679550636226e-6
2025-26,Not Available,1,1.672735910127245e-6
2025-26,Offensive Charge,743,0.001242842781224543
2025-26,Offensive Foul,2852,0.004770642815682903
2025-26,Offensive Foul Turnover,3630,0.006072031353761899
2025-26,Offensive Goaltending Turnover,147,2.4589217878870503e-4
2025-26,Offensive Rebound,43975,0.0735585616478456
2025-26,Out of Bounds - Bad Pass Turnover,4196,0.00701879987889392
2025-26,Out of Bounds - Lost Ball Turnover,2151,0.003598054942683704
2025-26,Out of Bounds - Step Turnover,805,0.0013465524076524322
2025-26,Palming Turnover,53,8.865500323674399e-5
2025-26,Personal Foul,14830,0.024806673547187044
2025-26,Personal Take Foul,802,0.0013415341999220506
2025-26,Pullup Bank Jump Shot,564,9.434230533117662e-4
2025-26,Pullup Jump Shot,25696,0.04298262194662969
2025-26,Punched Ball Turnover,1,1.672735910127245e-6
2025-26,Putback Dunk Shot,513,8.581135218952766e-4
2025-26,Ref-Initiated Review (Overturned),351,5.87130304454663e-4
2025-26,Ref-Initiated Review (Stands),223,3.7302010795837564e-4
2025-26,Ref-Initiated Review (Supported),619,0.0010354235283687647
2025-26,Reverse Dunk Shot,82,1.3716434463043408e-4
2025-26,Reverse Layup Shot,1080,0.0018065547829374247
2025-26,Running Alley Oop Dunk Shot,706,0.001180951552549835
2025-26,Running Alley Oop Layup Shot,233,3.897474670596481e-4
2025-26,Running Dunk Shot,3070,0.005135299244090642
2025-26,Running Finger Roll Layup,1579,0.00264125000209092
2025-26,Running Jump Shot,6460,0.010805873979422002
2025-26,Running Layup Shot,7891,0.01319955906681409
2025-26,Running Pullup Jump Shot,3430,0.005737484171736451
2025-26,Running Reverse Dunk Shot,40,6.69094364050898e-5
2025-26,Shooting Foul,25633,0.04287723958429167
2025-26,Shot Clock Turnover,1655,0.0027683779312605906
2025-26,Step Back Bank Jump Shot,65,1.0872783415827093e-4
2025-26,Step Back Jump Shot,11286,0.018878497481696087
2025-26,Substitution,76521,0.12799942457884692
2025-26,Technical Foul,704,0.0011776060807295805
2025-26,Tip Dunk Shot,826,0.0013816798617651044
2025-26,Tip Shot,4706,0.007871895193058816
2025-26,Too Many Players Technical,1,1.672735910127245e-6
2025-26,Too Many Players Turnover,1,1.672735910127245e-6
2025-26,Transition Take Foul,112,1.8734642193425145e-4
2025-26,Traveling,1300,0.0021745566831654186
2025-26,Turnaround Bank Jump Shot,305,5.101844525888098e-4
2025-26,Turnaround Fade Away Jump Shot,3484,0.0058278119108833215
2025-26,Turnaround Fadeaway Bank Jump Shot,124,2.074192528557784e-4
2025-26,Turnaround Hook Shot,2238,0.0037435829668647745
2025-26,Turnaround Jump Shot,2842,0.00475391545658163
