artifact,contains_shot_rows,contains_game_or_player_identifiers
execution_manifest.csv,FALSE,FALSE
fit_accounting.csv,FALSE,FALSE
pooled_metrics.csv,FALSE,FALSE
season_metrics.csv,FALSE,FALSE
calibration_bins.csv,FALSE,FALSE
subgroup_calibration.csv,FALSE,FALSE
bootstrap_summary.csv,FALSE,FALSE
model_selection.csv,FALSE,FALSE
execution_checks.csv,FALSE,FALSE
artifact_manifest.csv,FALSE,FALSE
final_model_decision.csv,FALSE,FALSE
season_log_loss.csv,FALSE,FALSE
final_checks.csv,FALSE,FALSE
