canonical_schema,source_field,source_unit,rows,seasons,players,recorded_missing,coordinate_missing,recorded_min_feet,recorded_max_feet,coordinate_min_feet,coordinate_max_feet,recorded_noninteger,floor_match_rows,floor_match_share,absolute_gap_mean_feet,absolute_gap_median_feet,absolute_gap_p95_feet,absolute_gap_max_feet,within_one_foot_share,impossible_recorded_rows,outcomes_selected,prospective_2026_27_accessed
context_field_goal_v0.1.2,ShotChartDetail SHOT_DISTANCE,whole feet,1091329,5,1017,0,0,0,88,0,88.312456652502,0,1091329,1,0.47935431941,0.480973293813,0.940109096128,0.999677417676,1,0,FALSE,FALSE
